,text,x,y,size,context,quote
1013,"Marguerite d'Autriche
entrelaça",-1.3214947,7.4643655,5.0,"regret, autriche, siennes, marguerite, entrelaça","à cause du regret qu'elle avait de lui, Marguerite d'Autriche
entrelaça partout aux siennes. Certains jours au lieu de rester"
1014,Odette : Lapérouse,-4.608663,5.179352,5.0,"quelquefois, portait, court, habitée, lapérouse","portait le
même nom que la rue habitée par Odette : Lapérouse. Quelquefois, quand
elle avait fait un court"
1015,Celles,-4.690644,9.070461,8.358898943540673,"proclamées, chef, difficulté, ci, celles","ne se conciliait pas avec les paroles d'Odette. Celles-ci ne lui eussent paru
mensongères que s'"
1016,my love,-3.6765952,9.988622,5.0,"vous, moi, connais, love, my","je le connais ! n'est-ce pas, my love, il n'y a que moi
qui vous"
1017,Bois de Boulogne,-4.780698,6.410561,5.414213562373095,"peint, tombé, catalepsie, bois, boulogne","Odette voulait
aller le matin se promener avenue du Bois de Boulogne, son devoir de bon mari l'avait
obligé"
1018,Riens,-3.6742206,7.1728425,5.0,"vie, combien, semblaient, voudrait, riens","ce qu'elle voudrait ; alors combien tous les Riens de la vie de
Swann qui lui semblaient si"
1019,Bayreuth,-4.595043,8.781351,6.82842712474619,"prévenant, envie, côte, louer, bayreuth","elle disait avoir envie d'assister à la saison de Bayreuth, j'ai
eu la bêtise de lui proposer"
1020,Bavière,-0.31980962,7.1421375,6.82842712474619,"nom, duchesse, infortunes, roi, bavière","proposer de louer un des jolis châteaux du roi de Bavière
pour nous deux dans les environs. Et d'"
1021,"ravie
",-2.0766513,9.488327,5.414213562373095,"paru, riant, oui, suffocation, ravie",". Et d'ailleurs elle n'a pas paru plus ravie
que cela, elle n'a encore dit ni oui"
1022,"grand
Dieu !",-5.425897,8.228375,5.0,"entendre, wagner, quinze, espérons, refusera","oui ni non ; espérons qu'elle refusera, grand
Dieu ! Entendre du Wagner pendant quinze jours avec elle qui s'"
1023,Bach,-5.155835,8.340163,7.0,"clapisson, palestrinisant, orchestres, aria, bach","n'était pas capable de faire de
différence entre Bach et Clapisson. Mais elle y vivrait malgré tout plus"
1024,Clapisson,-1.1585935,8.546475,5.0,"différence, bach, vivrait, clapisson, chichement","pas capable de faire de
différence entre Bach et Clapisson. Mais elle y vivrait malgré tout plus
chichement"
1025,Odette exécrée disant,-1.9276193,8.607129,5.0,"disant, forcheville, image, exécrée, duplicité","et de
sa duplicité, cette image d'une Odette exécrée disant à Forcheville :
« Ce qu'il"
1026,"Forcheville :
« ",-1.4134533,8.978583,5.0,"image, commençait, rage, duplicité, exécrée","duplicité, cette image d'une Odette exécrée disant à Forcheville :
« Ce qu'il rage ! » commençait à"
1027,Odette charmante,-0.6835865,10.292747,5.0,"charmante, pitié, remords, redevenue, odette","de la pitié pour Odette. Elle était redevenue l'Odette charmante et bonne. Il
avait des remords d'avoir"
1028,"joli
de",-2.8310387,9.94618,5.0,"montrer, joli, désirait, acquérir, privilégiées","ou privilégiées qu'elle désirait acquérir (c'était très joli
de lui montrer qu'il pouvait rester sans la voir,"
1029,– si on la jugeait du point de vue de,-2.924772,8.024115,5.0,"idée, trouvé, profonde, jugeait, incomplète",". Idée incomplète – d'autant plus profonde
peut-être – si on la jugeait du point de vue de Swann qui eût sans doute trouvé
qu'il était"
1030,bristol,-0.35015652,8.168118,5.0,"identifier, douloureux, chair, constant, bristol","
peine à identifier la figure de chair ou de bristol avec le trouble douloureux
et constant qui habitait en"
1031,Mme de Maintenon,-1.5162069,6.0476804,5.414213562373095,"mécanique, menu, avarice, avisée, maintenon","
mécanique des journées, le menu des repas de Mme de Maintenon,
ou l'avarice avisée et le grand train"
1032,Lulli,-2.209422,6.2414227,5.0,"faible, avarice, détachement, avisée, lulli","
ou l'avarice avisée et le grand train de Lulli. Et dans la faible mesure où ce
détachement"
1033,Charles Swann,-1.3456041,7.177207,6.0,"individuelle, distincte, mr, swann, charles","», distincte
de sa personnalité plus individuelle de Charles Swann, était celle où il se
plaisait maintenant le"
1034,"princesse
de Parme",-0.6839371,8.311076,6.23606797749979,"grasse, absorber, anniversaire, princesse, parme",". Un jour que, pour l'anniversaire de la princesse
de Parme (et parce qu'elle pouvait souvent être indirectement agréable"
1035,Crapote,-0.51270187,7.5775347,5.0,"fruits, raisins, fraises, spécialité, crapote","fruits au
même endroit, mais les raisins chez Crapote dont c'est la spécialité, les
fraises chez"
1036,Jauret,-0.72487336,7.568464,5.0,"fraises, spécialité, chevet, poires, jauret","dont c'est la spécialité, les
fraises chez Jauret, les poires chez Chevet où elles étaient plus belles"
1037,Chevet,-0.56032425,7.5466456,5.0,"chez, fraises, poires, jauret, chevet",", les
fraises chez Jauret, les poires chez Chevet où elles étaient plus belles, etc.,
«"
1038,duc de Chartres,-0.15066335,7.4541597,6.23606797749979,"usurpateurs, patronné, rectifiait, duc, chartres","frappé d'une
attaque ce serait tout naturellement le duc de Chartres, le prince de Reuss, le
duc de"
1039,Reuss,-0.1137667,7.3366747,5.0,"naturellement, luxembourg, chartres, duc, reuss","tout naturellement le duc de Chartres, le prince de Reuss, le
duc de Luxembourg et le baron de"
1040,duc de Luxembourg,-0.44070533,8.077715,5.732050807568877,"reuss, duc, mlle, luxembourg, entragues","de Chartres, le prince de Reuss, le
duc de Luxembourg et le baron de Charlus que son valet de chambre"
1041,"Françoise de
savoir",-2.6578724,8.468756,5.0,"fins, apportait, consolation, ensevelie, draps",", lui apportait la même consolation qu'à notre vieille Françoise de
savoir qu'elle serait ensevelie dans des draps fins à elle"
1042,Sicile,-1.7183926,6.1618376,6.23606797749979,"croisière, pâtre, orchestraient, végéta, sicile","
déjeuner officiel ou l'annonce d'une croisière en Sicile.
S'il était obligé de donner des excuses"
1043,"M. de Charlus
de courir",-0.22057989,9.478185,5.0,"défaut, spontanément, courir, accompagnât, priait","accompagnât. Et à défaut d'aucun, il priait M. de Charlus
de courir chez elle, de lui dire comme spontanément, au"
1044,"rue de
Bellechasse",-4.644,5.6755342,5.0,"afin, influence, appartement, user, bellechasse","le voir un jour dans son petit appartement de la rue de
Bellechasse afin de lui demander d'user de son influence sur"
1045,Bade,-4.668862,9.130574,5.414213562373095,"rapportait, cosmopolite, soupçonnée, nice, bade","soupçonnée, était
assez connue, et qu'à Bade et à Nice, quand elle y passait jadis plusieurs"
1046,Septennat,-4.0720406,10.507017,5.0,"début, hiver, allées, engloutir, septennat","
étaient allées s'engloutir ces années du début du Septennat pendant lesquelles
on passait l'hiver sur la promenade"
1047,Côte d'Azur,-3.3656647,5.3817453,5.414213562373095,"chronique, reconstituer, débarqué, côte, azur","reconstituer les
petits faits de la chronique de la Côte d'Azur d'alors, si elle avait pu l'aider
"
1048,– d'Odette,-3.636074,6.7914643,5.0,"passion, simples, honnêtes, interroge, esthéticien","des regards – pourtant si honnêtes et
si simples – d'Odette, plus de passion que l'esthéticien qui interroge les"
1049,Florence,-4.8646345,7.1985254,8.47213595499958,"balbec, pise, pâques, venise, florence","l'esthéticien qui interroge les
documents subsistant de la Florence du XVe siècle pour tâcher d'entrer
plus"
1050,bella Vanna,-2.8232234,5.671819,5.0,"vénus, primavera, botticelli, vanna, bella","plus avant dans l'âme de Primavera, de la bella Vanna, ou de la Vénus, de
Botticelli."
1051,"analogue
aux meilleures",-2.5976236,7.990673,5.0,"passé, connues, créature, analogue, meilleures","de l'idée qu'elle était une créature bonne, analogue
aux meilleures qu'il eût connues, il avait passé à l'"
1052,Crécy ,-0.46161985,10.373283,5.732050807568877,"alençon, vraies, réputations, odette, crécy","Nice tout le monde sache qui est
Odette de Crécy ? Ces réputations-là, même vraies, sont faites"
1053,Savoir,0.45850453,8.708624,5.414213562373095,"douloureuse, permet, destinée, savoir, funeste","guère plus avancé
quand il avait certains renseignements. Savoir ne permet pas toujours d'empêcher,
mais du"
1054,"M. de Charlus
et",-3.6452928,9.5844555,5.732050807568877,"passés, causa, arrestation, racontées, charlus","M. de Charlus était avec Odette. Entre M. de Charlus
et elle, Swann savait qu'il ne pouvait rien se"
1055,"M. de Charlus
sortait",-3.2067423,8.758601,5.0,"rien, pouvait, passer, amitié, sortait","qu'il ne pouvait rien se passer, que quand M. de Charlus
sortait avec elle c'était par amitié pour lui et qu'"
1056,Mémé,-0.37146413,8.430437,8.242640687119284,"vois, tu, petit, babal, mémé","
innocents. « Mais comment, mon petit Mémé, je ne comprends pas bien…, ce n'"
1057,musée Grévin ?,-1.5961441,10.823452,5.0,"étiez, musée, sortant, grévin, allés","en sortant de chez elle que vous êtes allés au musée Grévin ? Vous
étiez allés ailleurs d'abord. Non "
1058,Chat Noir,-3.3265128,8.4721985,5.0,"ensuite, noir, eue, chat, idée","d'idée elle
a eue d'aller ensuite au Chat Noir, c'est bien une idée d'elle… Non"
1059,Hippodrome ,-2.2441678,10.333439,5.414213562373095,"soupçons, calmait, amie, vais, hippodrome","jour où je vais
avec mon amie à l'Hippodrome », si, s'étant senti malade et ayant"
1060,"Odette
d'aller",-0.9272138,9.804457,5.0,"avance, devoir, inclinait, hippodrome, incombait","avance. » Et ce devoir qui incombait à Odette
d'aller à l'Hippodrome et devant lequel Swann s'inclinait ainsi"
1061,Odette !,-2.780623,8.432565,5.414213562373095,"importe, apercevait, hippodrome, emmenât, odette","Hippodrome, et qu'elle l'y emmenât
avec Odette ! Comme il aurait donné toutes ses relations pour n'importe"
1062,"simplicité
véritable !",-3.4554272,8.411016,5.0,"gardait, élu, domicile, cinquième, soit","gardait des relations, soit par intérêt, soit par simplicité
véritable ! Comme il eût volontiers élu domicile à jamais au cinquième"
1063,La Pérouse,-4.655252,5.243336,6.449489742783178,"urville, rue, mélancolique, lorédan, pérouse","je ne peux pas prendre Lorédan quand je vais rue La Pérouse. Odette n'aime
pas que je prenne Lorédan"
1064,Rémi !,-3.7469437,8.54619,5.0,"prendre, histoire, rémi, eu, aurais","oui ! je n'aurais eu qu'à prendre Rémi ! j'en aurais eu une
histoire ! "
1065,marquise de Saint-Euverte,-0.6458625,9.360261,5.0,"marquise, année, dernière, allé, euverte","allé dans le monde.
C'était chez la marquise de Saint-Euverte, à la dernière, pour
cette année-là"
1066,"Mme de Saint-Euverte
jusqu'",-0.7453515,9.439698,5.0,"chez, euverte, envoyer, merci, minuit","vous n'avez qu'à m'envoyer un mot chez Mme de Saint-Euverte
jusqu'à minuit, et après chez moi. Merci de"
1067,hôtel Saint-Euverte,-0.7189064,9.420562,5.0,"pensée, euverte, arriva, conduit, tranquillisé","il l'aurait conduit jusqu'à la porte de l'hôtel Saint-Euverte, où
Swann arriva tranquillisé par la pensée que"
1068,"maison
",-2.0871232,7.438801,5.732050807568877,"savamment, résumé, orgueilleusement, maîtresse, maison","résumé fictif de leur vie domestique que les maîtresses de maison
prétendent offrir à leurs invités les jours de cérémonie et"
1069,Balzac,-5.1575556,9.601879,10.48074069840786,"ressenti, chateaubriand, hugo, roman, balzac","
les héritiers des « tigres » de Balzac, les grooms, suivants
ordinaires de la promenade"
1070,tableaux de la Renaissance,-4.4802384,6.8766484,5.0,"figurent, avança, féroce, supplices, exécuteur","féroce et assez
semblable à l'exécuteur dans certains tableaux de la Renaissance qui figurent
des supplices, s'avança vers lui"
1071,Mantegna,-4.9116673,6.977888,6.23606797749979,"tumultueux, tertre, égales, bouclier, mantegna","on voit dans les
tableaux les plus tumultueux de Mantegna, songer, appuyé sur son bouclier, tandis
"
1072,massacre des Innocents,-4.255007,5.4275966,5.0,"jacques, cruels, innocents, massacre, martyre","et
cruels, que si c'eût été le massacre des Innocents ou le martyre de saint
Jacques. Il semblait"
1073,"saint
Jacques",-4.3288646,5.397577,5.0,"jacques, massacre, disparue, innocents, martyre","eût été le massacre des Innocents ou le martyre de saint
Jacques. Il semblait précisément appartenir à cette race disparue –"
1074,San Zeno,-2.7683303,6.1161613,5.0,"san, eremitani, zeno, retable, exista","
peut-être n'exista jamais que dans le retable de San Zeno et les fresques des
Eremitani où Swann l'avait"
1075,Eremitani,-2.9098783,6.4577765,5.0,"san, eremitani, approchée, zeno, retable","le retable de San Zeno et les fresques des
Eremitani où Swann l'avait approchée et où elle rêve encore"
1076,Maître,-0.9840772,7.0698285,6.0,"dürer, saxon, indulgent, sultan, maître","fécondation d'une statue antique par quelque modèle padouan du Maître ou
quelque Saxon d'Albert Dürer. Et les"
1077,Saxon,-0.9749352,7.016664,5.0,"albert, mèches, dürer, saxon, padouan","antique par quelque modèle padouan du Maître ou
quelque Saxon d'Albert Dürer. Et les mèches de ses cheveux"
1078,Albert Dürer,-0.9139556,7.0402985,5.0,"mèches, saxon, padouan, dürer, crespelés","quelque modèle padouan du Maître ou
quelque Saxon d'Albert Dürer. Et les mèches de ses cheveux roux crespelés par"
1079,"diadème
de ses tresses",-1.9262141,6.7472243,5.0,"triple, tresses, superposition, fleurissant, diadème","boucles, ou dans la superposition du triple et fleurissant diadème
de ses tresses, a l'air à la fois d'un paquet"
1080,"Palais ducal : « l'Escalier
des Géants ",-2.2349122,6.5244856,5.0,"géants, engagea, immobilité, ducal, marmoréenne","immobilité
marmoréenne auraient pu faire nommer comme celui du Palais ducal : « l'Escalier
des Géants » et dans lequel Swann s'engagea avec la tristesse"
1081,paillasson,-3.0124817,7.8642855,5.0,"paillasson, préparée, sale, boîte, dédaigné","
boîte au lait vide et sale préparée sur le paillasson, dans l'escalier
magnifique et dédaigné que Swann"
1082,"mur
la fenêtre de la loge",-4.1558833,6.670182,5.0,"loge, mur, appartement, hauteurs, anfractuosité","hauteurs différentes, devant chaque anfractuosité que faisait dans le mur
la fenêtre de la loge ou la porte d'un appartement, représentant le service"
1083,Goya,-2.4813666,10.403461,5.0,"passa, répertoire, tabellion, sacristain, goya",", derrière
la tête, comme un sacristain de Goya ou un tabellion du répertoire, Swann passa
devant"
1084,Benvenuto Cellini,-4.345983,7.2156577,5.0,"précieuse, guet, benvenuto, effigie, cellini","à son entrée, comme
quelque précieuse effigie de Benvenuto Cellini représentant un homme de guet, un
jeune valet"
1085,guet,-4.2742205,7.2565656,5.0,"précieuse, guet, benvenuto, effigie, cellini","quelque précieuse effigie de Benvenuto Cellini représentant un homme de guet, un
jeune valet de pied, le corps"
1086,"Aubusson
tendues",-1.0469697,8.057429,5.0,"tapisseries, écoutait, tendues, perçant, aubusson","de zèle, et qui, perçant les tapisseries d'Aubusson
tendues devant le salon où on écoutait la musique, de"
1087,branle-bas,-2.808498,9.18912,5.414213562373095,"épier, vigie, commémoration, bas, branle","l'alarme, incarnation de l'attente, commémoration du branle-bas – d'épier,
ange ou vigie, d'"
1088,Jugement,-0.45698753,8.397694,5.414213562373095,"pénétrer, vinrent, prononcée, trompettes, jugement","l'apparition de l'ennemi
ou l'heure du Jugement. Il ne restait plus à Swann qu'à pénétrer"
